episode_time_s,vehicle_order,vehicle_id,position_m,speed_mps,space_headway_m,time_headway,preceding
9.5,0,395,229.3638288,9.144,31.488888000000003,3.44,383
9.6,0,395,230.2782288,9.144,31.793688000000003,3.48,383
9.7,0,395,231.1932384,9.137904,32.09544,3.51,383
9.8,0,395,232.10611440000002,9.134856000000001,32.403288,3.55,383
9.9,0,395,233.0156376,9.17448,32.711135999999996,3.57,383
10.0,0,395,233.927904,9.305544000000001,33.018984,3.55,383
10.1,0,395,234.859068,9.561576,33.308544000000005,3.48,383
10.2,0,395,235.8316848,9.906,33.555432,3.39,383
10.3,0,395,236.83965840000002,10.25652,33.765744000000005,3.29,383
10.4,0,395,237.8878656,10.539984,33.936432,3.22,383
10.5,0,395,238.9577136,10.75944,34.085784000000004,3.17,383
10.6,0,395,240.04249680000004,10.95756,34.222944000000005,3.12,383
10.7,0,395,241.14648240000002,11.161776,34.33572,3.08,383
10.8,0,395,242.27637600000003,11.356848,34.414968,3.03,383
10.9,0,395,243.426996,11.494008000000001,34.469832000000004,3.0,383
11.0,0,395,244.58523600000004,11.561064,34.5186,2.99,383
11.1,0,395,245.7440856,11.588496000000001,34.576512,2.98,383
11.2,0,395,246.9056784,11.585448,34.637472,2.99,383
11.3,0,395,248.0697096,11.524488000000002,34.692336,3.01,383
11.4,0,395,249.2239872,11.375136000000001,34.759392000000005,3.06,383
11.5,0,395,250.3523568,11.173968,34.847784000000004,3.12,383
11.6,0,395,251.45238000000003,11.015472,34.96056,3.17,383
11.7,0,395,252.54112560000002,10.94232,35.088576,3.21,383
11.8,0,395,253.6338336,10.920984,35.231832000000004,3.23,383
11.9,0,395,254.72593200000003,10.914888000000001,35.41776,3.24,383
12.0,0,395,255.81102,10.966704,35.64636,3.25,383
12.1,0,395,256.90037520000004,11.137392,35.914584,3.22,383
12.2,0,395,258.02234400000003,11.436096000000001,36.16452,3.16,383
12.3,0,395,259.1833272,11.777472000000001,36.371784,3.09,383
12.4,0,395,260.38667760000004,12.030456000000001,36.524184,3.04,383
12.5,0,395,261.60770640000004,12.16152,36.646104,3.01,383
12.6,0,395,262.832088,12.201144000000001,36.75888,3.01,383
12.7,0,395,264.0525072,12.195048,36.8808,3.02,383
12.8,0,395,265.270488,12.195048,37.021008,3.04,383
12.9,0,395,266.4909072,12.201144000000001,37.194744,3.05,383
13.0,0,395,267.7146792,12.170664,37.39896,3.07,383
13.1,0,395,268.93570800000003,12.063984,37.62756,3.12,383
13.2,0,395,270.1399728,11.881103999999999,37.874448,3.19,383
13.3,0,395,271.316196,11.664696000000001,38.148768000000004,3.27,383
13.4,0,395,272.4655968,11.497056,38.444424,3.34,383
13.5,0,395,273.6043296,11.39952,38.752272000000005,3.4,383
13.6,0,395,274.7394048,11.347704,39.066216,3.44,383
13.7,0,395,275.8708224,11.332464,39.3954,3.48,383
13.8,0,395,277.00224,11.344656,39.733728000000006,3.5,383
13.9,0,395,278.136096,11.365992,40.078152,3.53,383
14.0,0,395,279.274524,11.408664,40.413432,3.54,383
14.1,0,395,280.4135616,11.497056,40.745664000000005,3.54,383
14.2,0,395,281.5580856,11.68908,41.0718,3.51,383
14.3,0,395,282.7391856,12.027408000000001,41.364408000000005,3.44,383
14.4,0,395,283.965396,12.472416,41.626536,3.34,383
14.5,0,395,285.23366880000003,12.920472,41.86732800000001,3.24,383
14.6,0,395,286.5473568,13.2588,42.074592,3.17,383
14.7,0,395,287.8976208,13.450824,42.254424,3.14,383
14.8,0,395,289.2552,13.520928000000001,42.422064000000006,3.14,383
14.9,0,395,290.6094264,13.527024,42.592752000000004,3.15,383
15.0,0,395,291.9612144,13.520928000000001,42.76344,3.16,383
15.1,0,395,293.3133072,13.520928000000001,42.93412800000001,3.18,383
15.2,0,395,294.66540000000003,13.520928000000001,43.107864000000006,3.19,383
15.3,0,395,296.017188,13.520928000000001,43.278552000000005,3.2,383
15.4,0,395,297.3695856,13.520928000000001,43.452288,3.21,383
15.5,0,395,298.72167840000003,13.520928000000001,43.622976,3.23,383
15.6,0,395,300.0731616,13.523976,43.796712,3.24,383
15.7,0,395,301.4255592,13.530072,43.967400000000005,3.25,383
15.8,0,395,302.7794808,13.536168,44.138088,3.26,383
15.9,0,395,304.13401200000004,13.536168,44.30572800000001,3.27,383
16.0,0,395,305.4879336,13.53312,44.476416,3.29,383
16.1,0,395,306.8403312,13.523976,44.647104,3.3,383
16.2,0,395,308.19211920000004,13.520928000000001,44.826936,3.32,383
16.3,0,395,309.5445168,13.517880000000002,45.00372,3.33,383
16.4,0,395,310.8963048,13.508736,45.180504,3.34,383
16.5,0,395,312.24474,13.520928000000001,45.357288000000004,3.35,383
16.6,0,395,313.5922608,13.597128,45.534071999999995,3.35,383
16.7,0,395,314.9504496,13.76172,45.698664,3.32,383
16.8,0,395,316.33363199999997,13.999464000000001,45.838871999999995,3.27,383
16.9,0,395,317.7503424,14.237208,45.9486,3.23,383
17.0,0,395,319.1923512,14.401800000000001,46.030896000000006,3.2,383
17.1,0,395,320.6441136,14.474952000000002,46.101,3.18,383
17.2,0,395,322.0955712,14.487144,46.17415200000001,3.19,383
17.3,0,395,323.54337119999997,14.484096000000001,46.25035200000001,3.19,383
17.4,0,395,324.9911712,14.487144,46.32655200000001,3.2,383
17.5,0,395,326.44232400000004,14.474952000000002,46.396656,3.21,383
17.6,0,395,327.89408640000005,14.404848,15.931896000000002,1.11,394
17.7,0,395,329.33609520000005,14.246352000000002,16.099536,1.13,394
17.8,0,395,330.7540248,14.020800000000001,16.294608,1.16,394
17.9,0,395,332.1402552,13.795248,16.538448,1.2,394
18.0,0,395,333.5024064,13.636752000000001,16.831056,1.23,394
18.1,0,395,334.854804,13.566648,17.17548,1.27,394
18.2,0,395,336.20781120000004,13.554456,17.553432,1.3,394
18.3,0,395,337.5638664,13.560552000000001,17.946624,1.32,394
18.4,0,395,338.9205312,13.563600000000001,18.336768,1.35,394
18.5,0,395,340.2768912,13.560552000000001,18.717768,1.38,394
18.6,0,395,341.63264160000006,13.560552000000001,19.098768,1.41,394
18.7,0,395,342.9880872,13.569696000000002,19.479768,1.44,394
18.8,0,395,344.3441424,13.591032000000002,19.866864000000003,1.46,394
18.9,0,395,345.7038552,13.630656,20.244816,1.49,394
19.0,0,395,347.06935920000006,13.670280000000002,20.60448,1.51,394
19.1,0,395,348.43974000000003,13.70076,20.939760000000003,1.53,394
19.2,0,395,349.81225440000003,13.716000000000001,21.268944,1.55,394
19.3,0,395,351.1832448,13.728192,21.616416,1.57,394
19.4,0,395,352.55606400000005,13.749528,21.99132,1.6,394
19.5,0,395,353.9328456,13.76172,22.375368,1.63,394
19.6,0,395,355.311456,13.76172,22.762464000000005,1.65,394
19.7,0,395,356.6885424,13.746480000000002,23.146512,1.68,394
19.8,0,395,358.0610568,13.725144,23.533608,1.71,394
19.9,0,395,359.43143760000004,13.716000000000001,23.9268,1.74,394
20.0,0,395,360.80303760000004,13.716000000000001,24.313896,1.77,394
0.0,1,399,111.3672144,10.783824000000001,17.059656,1.58,395
0.1,1,399,112.4501688,10.92708,17.044416000000002,1.56,395
0.2,1,399,113.55720240000001,11.033760000000001,17.020032,1.54,395
0.3,1,399,114.67124640000002,11.058144,17.010888,1.54,395
0.4,1,399,115.76364960000001,11.15568,17.032224000000003,1.53,395
0.5,1,399,116.89019040000001,11.573256,17.00784,1.47,395
0.6,1,399,118.09902720000001,12.380976,16.898112,1.36,395
0.7,1,399,119.3834544,13.341096000000002,16.733520000000002,1.25,395
0.8,1,399,120.7340232,13.978128,16.55064,1.18,395
0.9,1,399,122.18883360000001,13.923264000000001,16.285464,1.17,395
1.0,1,399,123.53025840000001,13.19784,16.111728,1.22,395
1.1,1,399,124.79914080000002,12.188952,15.968472,1.31,395
1.2,1,399,125.9857272,11.326367999999999,15.855696000000002,1.4,395
1.3,1,399,127.09337040000001,10.83564,15.813024000000002,1.46,395
1.4,1,399,128.1479784,10.680192,15.843504,1.48,395
1.5,1,399,129.2129496,10.664952000000001,15.916656,1.49,395
1.6,1,399,130.2794448,10.664952000000001,16.023336,1.5,395
1.7,1,399,131.3462448,10.664952000000001,16.178784,1.52,395
1.8,1,399,132.4130448,10.661904,16.355567999999998,1.53,395
1.9,1,399,133.4783208,10.655808,16.52016,1.55,395
2.0,1,399,134.5405488,10.689336,16.675608,1.56,395
2.1,1,399,135.6064344,10.783824000000001,16.837152000000003,1.56,395
2.2,1,399,136.68938880000002,10.92708,17.00784,1.56,395
2.3,1,399,137.79581280000002,11.039856,17.151096000000003,1.55,395
2.4,1,399,138.91412400000002,11.039856,17.245584,1.56,395
2.5,1,399,140.020548,10.92708,17.309592000000002,1.58,395
2.6,1,399,141.1035024,10.783824000000001,17.367504,1.61,395
2.7,1,399,142.169388,10.689336,17.455896000000003,1.63,395
2.8,1,399,143.2313112,10.655808,17.583912,1.65,395
2.9,1,399,144.2965872,10.661904,17.733264000000002,1.66,395
3.0,1,399,145.36369200000001,10.664952000000001,17.89176,1.68,395
3.1,1,399,146.43140640000001,10.658856,18.04416,1.69,395
3.2,1,399,147.4997304,10.613136,18.19656,1.71,395
3.3,1,399,148.5522048,10.600944,18.3642,1.73,395
3.4,1,399,149.5946208,10.786872,18.534888000000002,1.72,395
3.5,1,399,150.7004352,11.237976,18.629376,1.66,395
3.6,1,399,151.8608088,11.908536000000002,18.644616000000003,1.57,395
3.7,1,399,153.0821424,12.597384,18.565368,1.47,395
3.8,1,399,154.3595592,13.078968,18.40992,1.41,395
3.9,1,399,155.6991552,13.325856,18.184368,1.36,395
4.0,1,399,157.04759040000002,13.408152000000001,17.964912,1.34,395
4.1,1,399,158.39023440000003,13.408152000000001,17.757648,1.32,395
4.2,1,399,159.7286112,13.408152000000001,17.544288,1.31,395
4.3,1,399,161.07186480000001,13.408152000000001,17.2974,1.29,395
4.4,1,399,162.41969040000004,13.322808,17.020032,1.28,395
4.5,1,399,163.75776240000002,13.094208,16.745712,1.28,395
4.6,1,399,165.046152,12.704064,16.526256,1.3,395
4.7,1,399,166.2921744,12.225528,16.349472000000002,1.34,395
4.8,1,399,167.49582960000004,11.838432000000001,16.194024000000002,1.37,395
4.9,1,399,168.64766880000002,11.661648,16.056864,1.38,395
5.0,1,399,169.8001176,11.661648,15.889224000000002,1.36,395
5.1,1,399,170.97329280000002,11.713464,15.678912,1.34,395
5.2,1,399,172.1565264,11.686032,15.456408000000001,1.32,395
5.3,1,399,173.3242152,11.573256,15.246096000000001,1.32,395
5.4,1,399,174.47117760000003,11.44524,15.063216,1.32,395
5.5,1,399,175.60716720000002,11.356848,14.910816,1.31,395
5.6,1,399,176.7394992,11.29284,14.776704,1.31,395
5.7,1,399,177.86634480000004,11.237976,14.66088,1.3,395
5.8,1,399,178.9858752,11.189208,14.575536000000001,1.3,395
5.9,1,399,180.10296720000002,11.134344,14.50848,1.3,395
6.0,1,399,181.21792560000003,11.049000000000001,14.462760000000001,1.31,395
6.1,1,399,182.32008240000002,10.924032000000002,14.43228,1.32,395
6.2,1,399,183.40395120000002,10.78992,14.413992,1.34,395
6.3,1,399,184.47440880000002,10.668000000000001,14.410944,1.35,395
6.4,1,399,185.5372464,10.543032000000002,14.413992,1.37,395
6.5,1,399,186.5903304,10.381488000000001,14.429232000000003,1.39,395
6.6,1,399,187.6217736,10.158984,14.468856,1.42,395
6.7,1,399,188.62548,9.906,14.532864,1.47,395
6.8,1,399,189.6029736,9.653016000000001,14.606016000000002,1.51,395
6.9,1,399,190.5560832,9.393936,14.685264,1.56,395
7.0,1,399,191.47962720000004,9.156192,14.7828,1.61,395
7.1,1,399,192.3763488,9.009888,14.898624000000002,1.65,395
7.2,1,399,193.26301200000003,8.97636,15.008352000000002,1.67,395
7.3,1,399,194.15394240000003,9.0678,15.084552000000002,1.66,395
7.4,1,399,195.0634656,9.275064,15.105888000000002,1.63,395
7.5,1,399,195.9973728,9.564624,15.084552000000002,1.58,395
7.6,1,399,196.9718184,9.912096000000002,15.020544000000001,1.52,395
7.7,1,399,197.9846688,10.219944000000002,14.919960000000001,1.46,395
7.8,1,399,199.03683840000002,10.341864000000001,14.7828,1.43,395
7.9,1,399,200.08900800000004,10.219944000000002,14.64564,1.43,395
8.0,1,399,201.1021632,9.915144000000002,14.545056,1.47,395
8.1,1,399,202.0766088,9.564624,14.487144,1.51,395
8.2,1,399,203.0071632,9.305544000000001,14.468856,1.55,395
8.3,1,399,203.91942960000003,9.17448,14.471904,1.58,395
8.4,1,399,204.8289528,9.137904,14.478000000000002,1.58,395
8.5,1,399,205.7421336,9.140952,14.478000000000002,1.58,395
8.6,1,399,206.6571432,9.144,14.478000000000002,1.58,395
8.7,1,399,207.5715432,9.144,14.478000000000002,1.58,395
8.8,1,399,208.48563840000003,9.144,14.478000000000002,1.58,395
8.9,1,399,209.40003840000003,9.144,14.478000000000002,1.58,395
9.0,1,399,210.31443840000003,9.144,14.478000000000002,1.58,395
9.1,1,399,211.22883840000003,9.144,14.478000000000002,1.58,395
9.2,1,399,212.14323840000003,9.144,14.478000000000002,1.58,395
9.3,1,399,213.05763840000003,9.144,14.478000000000002,1.58,395
9.4,1,399,213.97203840000003,9.144,14.478000000000002,1.58,395
9.5,1,399,214.88643840000003,9.144,14.478000000000002,1.58,395
9.6,1,399,215.80083840000003,9.144,14.478000000000002,1.58,395
9.7,1,399,216.71523840000003,9.144,14.478000000000002,1.58,395
9.8,1,399,217.62963840000003,9.144,14.478000000000002,1.58,395
9.9,1,399,218.54403840000003,9.144,14.471904,1.58,395
10.0,1,399,219.45843840000003,9.144,14.468856,1.58,395
10.1,1,399,220.37283840000003,9.144,14.487144,1.58,395
10.2,1,399,221.28723840000004,9.144,14.545056,1.59,395
10.3,1,399,222.2013336,9.144,14.639544,1.6,395
10.4,1,399,223.1157336,9.144,14.773656,1.62,395
10.5,1,399,224.0301336,9.144,14.929104,1.63,395
10.6,1,399,224.9445336,9.144,15.096744000000001,1.65,395
10.7,1,399,225.85954320000002,9.137904,15.28572,1.67,395
10.8,1,399,226.77241920000003,9.134856000000001,15.505176,1.7,395
10.9,1,399,227.6816376,9.17448,15.745968,1.72,395
11.0,1,399,228.593904,9.305544000000001,15.992856,1.72,395
11.1,1,399,229.525068,9.561576,16.218408,1.7,395
11.2,1,399,230.4979896,9.906,16.407384,1.66,395
11.3,1,399,231.506268,10.250424,16.562832,1.62,395
11.4,1,399,232.556304,10.503408,16.666464,1.59,395
11.5,1,399,233.6252376,10.63752,16.727424000000003,1.57,395
11.6,1,399,234.6972192,10.677144,16.754856,1.57,395
11.7,1,399,235.7649336,10.677144,16.776192,1.57,395
11.8,1,399,236.83203840000002,10.671048,16.800576,1.57,395
11.9,1,399,237.89883840000002,10.674096000000002,16.828008,1.58,395
12.0,1,399,238.9619808,10.725912,16.849344000000002,1.57,395
12.1,1,399,240.0290856,10.88136,16.87068,1.55,395
12.2,1,399,241.1214888,11.17092,16.90116,1.51,395
12.3,1,399,242.2590024,11.558016,16.925544000000002,1.46,395
12.4,1,399,243.431568,11.93292,16.956024000000003,1.42,395
12.5,1,399,244.6519872,12.195048,16.956024000000003,1.39,395
12.6,1,399,245.88947520000002,12.329160000000002,16.943832,1.37,395
12.7,1,399,247.1297064,12.374880000000001,16.922496000000002,1.37,395
12.8,1,399,248.3687184,12.380976,16.90116,1.37,395
12.9,1,399,249.60894960000002,12.362688000000002,16.882872000000003,1.37,395
13.0,1,399,250.84613280000002,12.320016,16.867632,1.37,395
13.1,1,399,252.07478160000002,12.259056000000001,16.861536,1.38,395
13.2,1,399,253.29550560000004,12.210288000000002,16.843248,1.38,395
13.3,1,399,254.51287680000002,12.188952,16.803624000000003,1.38,395
13.4,1,399,255.7308576,12.185903999999999,16.733520000000002,1.37,395
13.5,1,399,256.9497528,12.188952,16.654272000000002,1.37,395
13.6,1,399,258.168648,12.188952,16.571976,1.36,395
13.7,1,399,259.387848,12.188952,16.483584,1.35,395
13.8,1,399,260.60674320000004,12.188952,16.395192,1.35,395
13.9,1,399,261.826248,12.182856000000001,16.309848,1.34,395
14.0,1,399,263.0436192,12.176760000000002,16.230600000000003,1.33,395
14.1,1,399,264.258552,12.204192,16.154400000000003,1.32,395
14.2,1,399,265.47714240000005,12.277344000000001,16.081248,1.31,395
14.3,1,399,266.70731520000004,12.39012,16.03248,1.29,395
14.4,1,399,267.9560808,12.502896000000002,16.008096000000002,1.28,395
14.5,1,399,269.2158192,12.560808000000002,16.01724,1.28,395
14.6,1,399,270.4715952,12.606528,16.075152000000003,1.28,395
14.7,1,399,271.72767600000003,12.719304,16.16964,1.27,395
14.8,1,399,273.00174,12.899136,16.251936,1.26,395
14.9,1,399,274.30201680000005,13.130784,16.3068,1.24,395
15.0,1,399,275.6309448,13.356336,16.331184,1.22,395
15.1,1,399,276.9827328,13.493496000000002,16.331184,1.21,395
15.2,1,399,278.34488400000004,13.514832000000002,16.318992,1.21,395
15.3,1,399,279.7024632,13.444728000000001,16.315944000000002,1.21,395
15.4,1,399,281.0374872,13.35024,16.331184,1.22,395
15.5,1,399,282.3572712,13.344144000000002,16.364712,1.23,395
15.6,1,399,283.68894240000003,13.453872,16.383,1.22,395
15.7,1,399,285.0440832,13.597128,16.379952000000003,1.2,395
15.8,1,399,286.41598799999997,13.691616000000002,16.364712,1.2,395
15.9,1,399,287.7918552,13.725144,16.343376,1.19,395
16.0,1,399,289.1649792,13.722096000000002,16.32204,1.19,395
16.1,1,399,290.5359696,13.716000000000001,16.303752000000003,1.19,395
16.2,1,399,291.9075696,13.716000000000001,16.285464,1.19,395
16.3,1,399,293.2791696,13.712952000000001,16.264128,1.19,395
16.4,1,399,294.6507696,13.709904,16.24584,1.18,395
16.5,1,399,296.0214552,13.706856,16.224504,1.18,395
16.6,1,399,297.391836,13.70076,16.200120000000002,1.18,395
16.7,1,399,298.76191200000005,13.691616000000002,16.187928,1.18,395
16.8,1,399,300.1298544,13.688568,16.203167999999998,1.18,395
16.9,1,399,301.4941392,13.73124,16.254984,1.18,395
17.0,1,399,302.8633008,13.865352000000001,16.328136,1.18,395
17.1,1,399,304.25227440000003,14.097000000000001,16.392144000000002,1.16,395
17.2,1,399,305.6766048,14.37132,16.419576,1.14,395
17.3,1,399,307.1375112,14.563344,16.407384,1.13,395
17.4,1,399,308.6136576,14.590776,16.376904,1.12,395
17.5,1,399,310.07944080000004,14.459712,16.361664,1.13,395
17.6,1,399,311.51870640000004,14.225016000000002,16.376904,1.15,395
17.7,1,399,312.9247488,13.99032,16.410432,1.17,395
17.8,1,399,314.30427360000004,13.85316,16.450056,1.19,395
17.9,1,399,315.675264,13.85316,16.465296000000002,1.19,395
18.0,1,399,317.057532,13.95984,16.44396,1.18,395
18.1,1,399,318.4635744,14.100048,16.392144000000002,1.16,395
18.2,1,399,319.88577119999997,14.194536000000001,16.32204,1.15,395
18.3,1,399,321.30857760000004,14.252448,16.254984,1.14,395
18.4,1,399,322.7347368,14.313408,16.18488,1.13,395
18.5,1,399,324.16821120000003,14.383512,16.10868,1.12,395
18.6,1,399,325.6099152,14.478000000000002,16.023336,1.11,395
18.7,1,399,327.06076320000005,14.602967999999999,15.928848,1.09,395
18.8,1,399,328.52654640000003,14.743176,15.816072,1.07,395
18.9,1,399,330.0127512,14.849856,15.691104,1.06,395
19.0,1,399,331.5093192,14.883384,15.56004,1.05,395
19.1,1,399,333.0010104,14.834616,15.43812,1.04,395
19.2,1,399,334.48111919999997,14.734032000000001,15.33144,1.04,395
19.3,1,399,335.9514744,14.609064,15.230856000000001,1.04,395
19.4,1,399,337.40719920000004,14.465808,15.148560000000002,1.05,395
19.5,1,399,338.8406736,14.359128,15.090648,1.05,395
19.6,1,399,340.261956,14.362176,15.051024000000002,1.05,395
19.7,1,399,341.692992,14.499336000000001,14.996160000000001,1.03,395
19.8,1,399,343.1496312,14.724888000000002,14.910816,1.01,395
19.9,1,399,344.63736000000006,14.962632000000001,14.794992,0.99,395
20.0,1,399,346.150692,15.133320000000001,14.651736000000001,0.97,395
0.0,2,405,91.22023920000001,9.73836,20.14728,2.07,399
0.1,2,405,92.20139040000001,9.665208000000002,20.247864000000003,2.1,399
0.2,2,405,93.1657776,9.503664,20.391120000000004,2.15,399
0.3,2,405,94.10456160000001,9.323832000000001,20.567904000000002,2.21,399
0.4,2,405,95.02261920000001,9.195816,20.74164,2.26,399
0.5,2,405,95.92909440000001,9.17448,20.961096,2.28,399
0.6,2,405,96.83831280000001,9.2964,21.259800000000002,2.29,399
0.7,2,405,97.7682576,9.552432,21.616416,2.26,399
0.8,2,405,98.741484,9.906,21.99132,2.22,399
0.9,2,405,99.7494576,10.25652,22.439376000000003,2.19,399
1.0,2,405,100.800408,10.509504,22.728935999999997,2.16,399
1.1,2,405,101.86964640000001,10.640568,22.930104000000004,2.15,399
1.2,2,405,102.9419328,10.677144,23.04288,2.16,399
1.3,2,405,104.017572,10.603992,23.076408,2.18,399
1.4,2,405,105.0764472,10.439400000000001,23.070312,2.21,399
1.5,2,405,106.1042328,10.323576,23.109935999999998,2.24,399
1.6,2,405,107.1198264,10.323576,23.158704000000004,2.24,399
1.7,2,405,108.14730720000001,10.436352000000001,23.198328,2.22,399
1.8,2,405,109.2064872,10.594848,23.207472000000003,2.19,399
1.9,2,405,110.2806024,10.664952000000001,23.198328,2.18,399
2.0,2,405,111.34740240000001,10.664952000000001,23.192232,2.17,399
