follower_id,leader_id,samples,duration_s,leader_std_mps,follower_std_mps,gain,lag_s,maximum_correlation
472,456,336,33.5,1.0449569246187034,0.8983363774928597,0.8596874725919019,4.0,0.6282595336429408
477,472,441,44.0,0.8054865573102957,0.72212746448969,0.8965108826906301,1.7000000000000002,0.582384748985269
484,477,455,45.4,0.7070600456020459,0.7294325125260163,1.031641537466483,2.2,0.4560598908382225
489,484,433,43.2,0.7117396998975716,1.0480168112849735,1.4724720448160984,3.3000000000000003,0.6915919523850943
496,489,408,40.7,0.9781189117253375,1.1302320505947834,1.1555159981531573,1.6,0.7606797359443308
397,405,211,21.0,1.1299869797493773,0.9335013986948656,0.8261169512784202,1.3,0.8151039768508482
503,496,371,37.0,1.1311700918847742,0.7621163318725721,0.6737415861152423,5.0,0.42958143565594886
506,503,353,35.2,0.5813342887599039,0.773768785808088,1.3310220999671005,1.6,0.49415511668907913
514,506,413,41.2,0.8857117861733982,0.9309213754656007,1.0510432287319158,2.4000000000000004,0.8115560809034345
3102,514,256,25.5,0.7266180673583432,0.6485205118771017,0.8925191114980541,2.7,0.3447005637793799
564,557,419,41.8,1.116132084247684,1.2458816863360653,1.116249325612602,3.5,0.8561085778149892
570,564,413,41.2,1.257222068128469,0.9406910825378452,0.7482298524541338,5.0,0.6405282026194802
578,570,417,41.6,0.9757743998622741,1.3943519696174014,1.4289696161471417,1.5,0.7627575817529932
585,578,400,39.9,1.421326840719065,1.0743972840923401,0.7559114858822976,2.5,0.625854868268899
543,529,203,20.2,0.631762382879472,0.5225478084346525,0.8271271329150102,1.4000000000000001,0.5744161058408648
557,543,324,32.3,0.6690483603441024,1.0565152475511037,1.5791313605607236,3.6,0.7212458282487031
589,585,385,38.4,1.0848498833222082,1.5531308211626784,1.4316550566484114,1.3,0.8017435346574547
596,589,372,37.1,1.559452159493047,1.7621918482218244,1.1300069947607017,1.8,0.7502718821916209
618,596,331,33.0,1.8403752980453958,1.2942267559069482,0.7032406690534835,3.9000000000000004,0.8625550550306177
629,618,212,21.1,1.300296269312194,1.6216775445983254,1.2471600379628325,1.6,0.9245580488520974
636,629,290,28.9,1.3672106284694356,1.2193390396989474,0.8918443247211826,2.1,0.9339895138946485
648,636,257,25.6,1.2191542704033478,0.6888688287792422,0.5650382773554451,0.30000000000000004,0.4331039175759517
660,648,240,23.9,0.6491593577681611,0.6186504070563257,0.9530023709174792,1.2000000000000002,0.806747416357624
669,660,223,22.2,0.514266005233128,0.7754291748695874,1.5078367362004967,1.0,0.5000657273213565
